Product Code,Date,Actual
1147515,M 02.2017,3264
1147515,M 03.2017,5856
1147515,M 04.2017,4800
1147515,M 05.2017,5376
1147515,M 06.2017,4608
1147515,M 07.2017,4176
1147515,M 08.2017,4896
1147515,M 09.2017,4656
1147515,M 10.2017,3504
1147515,M 11.2017,4944
1147515,M 12.2017,4896
1147515,M 01.2018,4368
1147515,M 02.2018,4080
1147515,M 03.2018,4224
1147515,M 04.2018,3889
1147515,M 05.2018,5376
1147515,M 06.2018,4080
1147515,M 07.2018,3456
1147515,M 08.2018,4512
1147515,M 09.2018,4128
1147515,M 10.2018,4752
1147515,M 11.2018,4608
1147515,M 12.2018,5040
1147515,M 01.2019,4944
1147515,M 02.2019,4464
1147515,M 03.2019,4816
1147515,M 04.2019,4032
1147515,M 05.2019,4944
1147515,M 06.2019,3360
1147515,M 07.2019,4272
1147515,M 08.2019,4224
1147515,M 09.2019,3360
1147517,M 02.2017,2160
1147517,M 03.2017,2160
1147517,M 04.2017,2160
1147517,M 05.2017,3041
1147517,M 06.2017,3041
1147517,M 07.2017,3041
1147517,M 08.2017,3041
1147517,M 09.2017,1279
1147517,M 10.2017,2160
1147517,M 11.2017,2160
1147517,M 12.2017,2160
1147517,M 01.2018,1279
1147517,M 02.2018,3041
1147517,M 03.2018,2160
1147517,M 04.2018,2160
1147517,M 05.2018,2808
1147517,M 06.2018,1944
1147517,M 07.2018,2160
1147517,M 08.2018,3041
1147517,M 09.2018,2160
1147517,M 10.2018,2160
1147517,M 11.2018,3041
1147517,M 12.2018,1279
1147517,M 01.2019,2160
1147517,M 02.2019,3041
1147517,M 03.2019,2160
1147517,M 04.2019,1188
1147517,M 05.2019,1368
1147517,M 06.2019,2160
1147517,M 07.2019,4320
1147517,M 08.2019,2160
1147517,M 09.2019,3240
1147521,M 02.2017,21744
1147521,M 03.2017,43020
1147521,M 04.2017,30060
1147521,M 05.2017,23112
1147521,M 06.2017,17892
1147521,M 07.2017,19800
1147521,M 08.2017,18288
1147521,M 09.2017,14220
1147521,M 10.2017,29088
1147521,M 11.2017,16380
1147521,M 12.2017,19188
1147521,M 01.2018,18936
1147521,M 02.2018,13608
1147521,M 03.2018,19404
1147521,M 04.2018,49680
1147521,M 05.2018,38916
1147521,M 06.2018,30276
1147521,M 07.2018,17964
1147521,M 08.2018,7236
1147521,M 09.2018,11772
1147521,M 10.2018,33984
1147521,M 11.2018,25380
1147521,M 12.2018,6624
1147521,M 01.2019,12492
1147521,M 02.2019,34416
1147521,M 03.2019,17844
1147521,M 04.2019,4176
1147521,M 05.2019,8352
1147521,M 06.2019,27900
1147521,M 07.2019,39240
1147521,M 08.2019,13428
1147521,M 09.2019,25632
1147523,M 02.2017,23652
1147523,M 03.2017,48168
1147523,M 04.2017,30240
1147523,M 05.2017,31284
1147523,M 06.2017,25344
1147523,M 07.2017,33480
1147523,M 08.2017,34560
1147523,M 09.2017,19584
1147523,M 10.2017,43992
1147523,M 11.2017,32508
1147523,M 12.2017,24876
1147523,M 01.2018,19800
1147523,M 02.2018,18612
1147523,M 03.2018,19548
1147523,M 04.2018,49500
1147523,M 05.2018,35352
1147523,M 06.2018,43200
1147523,M 07.2018,18072
1147523,M 08.2018,6840
1147523,M 09.2018,8388
1147523,M 10.2018,37476
1147523,M 11.2018,30780
1147523,M 12.2018,9108
1147523,M 01.2019,16920
1147523,M 02.2019,38628
1147523,M 03.2019,21552
1147523,M 04.2019,3960
1147523,M 05.2019,16200
1147523,M 06.2019,15840
1147523,M 07.2019,32112
1147523,M 08.2019,13104
1147523,M 09.2019,16416
1147525,M 02.2017,9864
1147525,M 03.2017,11484
1147525,M 04.2017,10476
1147525,M 05.2017,5472
1147525,M 06.2017,10368
1147525,M 07.2017,14832
1147525,M 08.2017,19908
1147525,M 09.2017,12960
1147525,M 10.2017,15732
1147525,M 11.2017,11844
1147525,M 12.2017,8964
1147525,M 01.2018,8928
1147525,M 02.2018,9180
1147525,M 03.2018,12744
1147525,M 04.2018,10332
1147525,M 05.2018,14040
1147525,M 06.2018,13680
1147525,M 07.2018,21348
1147525,M 08.2018,20916
1147525,M 09.2018,7560
1147525,M 10.2018,18360
1147525,M 11.2018,12096
1147525,M 12.2018,15264
1147525,M 01.2019,6624
1147525,M 02.2019,7884
1147525,M 03.2019,9924
1147525,M 04.2019,
1147525,M 05.2019,10080
1147525,M 06.2019,15300
1147525,M 07.2019,11052
1147525,M 08.2019,5544
1147525,M 09.2019,6804
1147526,M 02.2017,11520
1147526,M 03.2017,16704
1147526,M 04.2017,12708
1147526,M 05.2017,9216
1147526,M 06.2017,8532
1147526,M 07.2017,8568
1147526,M 08.2017,17064
1147526,M 09.2017,11988
1147526,M 10.2017,15084
1147526,M 11.2017,9612
1147526,M 12.2017,9972
1147526,M 01.2018,6660
1147526,M 02.2018,9252
1147526,M 03.2018,9684
1147526,M 04.2018,9648
1147526,M 05.2018,12492
1147526,M 06.2018,12564
1147526,M 07.2018,19872
1147526,M 08.2018,19764
1147526,M 09.2018,6480
1147526,M 10.2018,17280
1147526,M 11.2018,12276
1147526,M 12.2018,6120
1147526,M 01.2019,13970
1147526,M 02.2019,21888
1147526,M 03.2019,14004
1147526,M 04.2019,
1147526,M 05.2019,13248
1147526,M 06.2019,16524
1147526,M 07.2019,11196
1147526,M 08.2019,12312
1147526,M 09.2019,9036
1147528,M 02.2017,67654
1147528,M 03.2017,36864
1147528,M 04.2017,50220
1147528,M 05.2017,54720
1147528,M 06.2017,59940
1147528,M 07.2017,61380
1147528,M 08.2017,65232
1147528,M 09.2017,59292
1147528,M 10.2017,54144
1147528,M 11.2017,54144
1147528,M 12.2017,47700
1147528,M 01.2018,49212
1147528,M 02.2018,48888
1147528,M 03.2018,57600
1147528,M 04.2018,48780
1147528,M 05.2018,63036
1147528,M 06.2018,61668
1147528,M 07.2018,52740
1147528,M 08.2018,60228
1147528,M 09.2018,45360
1147528,M 10.2018,51408
1147528,M 11.2018,53244
1147528,M 12.2018,42840
1147528,M 01.2019,50400
1147528,M 02.2019,47556
1147528,M 03.2019,46932
1147528,M 04.2019,23112
1147528,M 05.2019,66312
1147528,M 06.2019,52668
1147528,M 07.2019,49860
1147528,M 08.2019,62208
1147528,M 09.2019,58680
1147530,M 02.2017,113472
1147530,M 03.2017,69696
1147530,M 04.2017,88704
1147530,M 05.2017,102312
1147530,M 06.2017,100872
1147530,M 07.2017,89064
1147530,M 08.2017,98496
1147530,M 09.2017,87552
1147530,M 10.2017,87840
1147530,M 11.2017,88704
1147530,M 12.2017,78336
1147530,M 01.2018,81108
1147530,M 02.2018,76176
1147530,M 03.2018,91548
1147530,M 04.2018,75888
1147530,M 05.2018,90972
1147530,M 06.2018,95508
1147530,M 07.2018,79488
1147530,M 08.2018,96804
1147530,M 09.2018,72792
1147530,M 10.2018,83772
1147530,M 11.2018,81504
1147530,M 12.2018,69552
1147530,M 01.2019,76140
1147530,M 02.2019,74808
1147530,M 03.2019,73500
1147530,M 04.2019,18324
1147530,M 05.2019,78768
1147530,M 06.2019,103896
1147530,M 07.2019,61632
1147530,M 08.2019,119412
1147530,M 09.2019,82656
1147538,M 02.2017,22320
1147538,M 03.2017,25956
1147538,M 04.2017,28764
1147538,M 05.2017,26928
1147538,M 06.2017,31068
1147538,M 07.2017,24768
1147538,M 08.2017,29844
1147538,M 09.2017,27360
1147538,M 10.2017,17640
1147538,M 11.2017,24804
1147538,M 12.2017,23508
1147538,M 01.2018,26208
1147538,M 02.2018,21924
1147538,M 03.2018,20736
1147538,M 04.2018,23976
1147538,M 05.2018,29916
1147538,M 06.2018,26532
1147538,M 07.2018,26136
1147538,M 08.2018,22248
1147538,M 09.2018,28440
1147538,M 10.2018,23148
1147538,M 11.2018,18072
1147538,M 12.2018,30096
1147538,M 01.2019,15120
1147538,M 02.2019,21636
1147538,M 03.2019,22284
1147538,M 04.2019,35760
1147538,M 05.2019,11592
1147538,M 06.2019,20160
1147538,M 07.2019,35676
1147538,M 08.2019,30816
1147538,M 09.2019,13860
1147539,M 02.2017,11664
1147539,M 03.2017,12708
1147539,M 04.2017,17568
1147539,M 05.2017,16128
1147539,M 06.2017,20196
1147539,M 07.2017,16164
1147539,M 08.2017,10008
1147539,M 09.2017,22788
1147539,M 10.2017,15552
1147539,M 11.2017,12744
1147539,M 12.2017,17676
1147539,M 01.2018,13464
1147539,M 02.2018,15552
1147539,M 03.2018,16704
1147539,M 04.2018,13428
1147539,M 05.2018,19368
1147539,M 06.2018,19224
1147539,M 07.2018,17208
1147539,M 08.2018,9108
1147539,M 09.2018,23508
1147539,M 10.2018,17460
1147539,M 11.2018,11448
1147539,M 12.2018,15048
1147539,M 01.2019,9792
1147539,M 02.2019,16560
1147539,M 03.2019,13800
1147539,M 04.2019,15336
1147539,M 05.2019,11304
1147539,M 06.2019,16020
1147539,M 07.2019,19800
1147539,M 08.2019,30096
1147539,M 09.2019,7884
1147544,M 02.2017,5184
1147544,M 03.2017,6048
1147544,M 04.2017,5184
1147544,M 05.2017,6912
1147544,M 06.2017,6048
1147544,M 07.2017,5184
1147544,M 08.2017,5184
1147544,M 09.2017,7776
1147544,M 10.2017,5616
1147544,M 11.2017,5184
1147544,M 12.2017,5184
1147544,M 01.2018,5004
1147544,M 02.2018,6048
1147544,M 03.2018,6912
1147544,M 04.2018,4320
1147544,M 05.2018,5868
1147544,M 06.2018,9027
1147544,M 07.2018,3456
1147544,M 08.2018,4320
1147544,M 09.2018,6732
1147544,M 10.2018,5184
1147544,M 11.2018,7776
1147544,M 12.2018,4320
1147544,M 01.2019,6912
1147544,M 02.2019,5184
1147544,M 03.2019,5472
1147544,M 04.2019,17280
1147544,M 05.2019,864
1147544,M 06.2019,3456
1147544,M 07.2019,7776
1147544,M 08.2019,
1147544,M 09.2019,5184
1147545,M 02.2017,3924
1147545,M 03.2017,8172
1147545,M 04.2017,8820
1147545,M 05.2017,7560
1147545,M 06.2017,9288
1147545,M 07.2017,5832
1147545,M 08.2017,3384
1147545,M 09.2017,6300
1147545,M 10.2017,6768
1147545,M 11.2017,7776
1147545,M 12.2017,6660
1147545,M 01.2018,6552
1147545,M 02.2018,6588
1147545,M 03.2018,11550
1147545,M 04.2018,4140
1147545,M 05.2018,6660
1147545,M 06.2018,4248
1147545,M 07.2018,5436
1147545,M 08.2018,1302
1147545,M 09.2018,1512
1147545,M 10.2018,5256
1147545,M 11.2018,5400
1147545,M 12.2018,5400
1147545,M 01.2019,10800
1147545,M 02.2019,5868
1147545,M 03.2019,7356
1147545,M 04.2019,2664
1147545,M 05.2019,4032
1147545,M 06.2019,6156
1147545,M 07.2019,9612
1147545,M 08.2019,1296
1147545,M 09.2019,2664
1147549,M 02.2017,5832
1147549,M 03.2017,6552
1147549,M 04.2017,5652
1147549,M 05.2017,6588
1147549,M 06.2017,6840
1147549,M 07.2017,7668
1147549,M 08.2017,7524
1147549,M 09.2017,6516
1147549,M 10.2017,7344
1147549,M 11.2017,6516
1147549,M 12.2017,7452
1147549,M 01.2018,5328
1147549,M 02.2018,6012
1147549,M 03.2018,6696
1147549,M 04.2018,5652
1147549,M 05.2018,5976
1147549,M 06.2018,6336
1147549,M 07.2018,7020
1147549,M 08.2018,10777
1147549,M 09.2018,6480
1147549,M 10.2018,6408
1147549,M 11.2018,6336
1147549,M 12.2018,5148
1147549,M 01.2019,5148
1147549,M 02.2019,5076
1147549,M 03.2019,5124
1147549,M 04.2019,2844
1147549,M 05.2019,2664
1147549,M 06.2019,5112
1147549,M 07.2019,7884
1147549,M 08.2019,15228
1147549,M 09.2019,6444
1147550,M 02.2017,3924
1147550,M 03.2017,7056
1147550,M 04.2017,6228
1147550,M 05.2017,7632
1147550,M 06.2017,7668
1147550,M 07.2017,4082
1147550,M 08.2017,4644
1147550,M 09.2017,5076
1147550,M 10.2017,4464
1147550,M 11.2017,1836
1147550,M 12.2017,2376
1147550,M 01.2018,3420
1147550,M 02.2018,5148
1147550,M 03.2018,4032
1147550,M 04.2018,4932
1147550,M 05.2018,6876
1147550,M 06.2018,5040
1147550,M 07.2018,4032
1147550,M 08.2018,5004
1147550,M 09.2018,5436
1147550,M 10.2018,7488
1147550,M 11.2018,6660
1147550,M 12.2018,6228
1147550,M 01.2019,4392
1147550,M 02.2019,6466
1147550,M 03.2019,5695
1147550,M 04.2019,4176
1147550,M 05.2019,5616
1147550,M 06.2019,6924
1147550,M 07.2019,2160
1147550,M 08.2019,24
1147550,M 09.2019,468
1147552,M 02.2017,27685
1147552,M 03.2017,34992
1147552,M 04.2017,16272
1147552,M 05.2017,33516
1147552,M 06.2017,31824
1147552,M 07.2017,17712
1147552,M 08.2017,34380
1147552,M 09.2017,25741
1147552,M 10.2017,25056
1147552,M 11.2017,29196
1147552,M 12.2017,31572
1147552,M 01.2018,26892
1147552,M 02.2018,18901
1147552,M 03.2018,24085
1147552,M 04.2018,21132
1147552,M 05.2018,33696
1147552,M 06.2018,23760
1147552,M 07.2018,24588
1147552,M 08.2018,32976
1147552,M 09.2018,24588
1147552,M 10.2018,36252
1147552,M 11.2018,27540
1147552,M 12.2018,29736
1147552,M 01.2019,23040
1147552,M 02.2019,26748
1147552,M 03.2019,26508
1147552,M 04.2019,39132
1147552,M 05.2019,19548
1147552,M 06.2019,32076
1147552,M 07.2019,16920
1147552,M 08.2019,13860
1147552,M 09.2019,31392
1147553,M 02.2017,2340
1147553,M 03.2017,4297
1147553,M 04.2017,2016
1147553,M 05.2017,2808
1147553,M 06.2017,1728
1147553,M 07.2017,2448
1147553,M 08.2017,3384
1147553,M 09.2017,2556
1147553,M 10.2017,2016
1147553,M 11.2017,2700
1147553,M 12.2017,2160
1147553,M 01.2018,1044
1147553,M 02.2018,1990
1147553,M 03.2018,2340
1147553,M 04.2018,1620
1147553,M 05.2018,2412
1147553,M 06.2018,1800
1147553,M 07.2018,2376
1147553,M 08.2018,2844
1147553,M 09.2018,1584
1147553,M 10.2018,2448
1147553,M 11.2018,1404
1147553,M 12.2018,2232
1147553,M 01.2019,1044
1147553,M 02.2019,2700
1147553,M 03.2019,1992
1147553,M 04.2019,684
1147553,M 05.2019,3528
1147553,M 06.2019,2520
1147553,M 07.2019,1008
1147553,M 08.2019,11124
1147553,M 09.2019,11160
1147554,M 02.2017,37152
1147554,M 03.2017,19776
1147554,M 04.2017,18432
1147554,M 05.2017,36480
1147554,M 06.2017,25632
1147554,M 07.2017,29280
1147554,M 08.2017,36960
1147554,M 09.2017,29328
1147554,M 10.2017,37968
1147554,M 11.2017,37776
1147554,M 12.2017,57264
1147554,M 01.2018,25680
1147554,M 02.2018,34080
1147554,M 03.2018,37824
1147554,M 04.2018,30000
1147554,M 05.2018,41904
1147554,M 06.2018,35232
1147554,M 07.2018,35904
1147554,M 08.2018,47472
1147554,M 09.2018,39264
1147554,M 10.2018,37296
1147554,M 11.2018,40560
1147554,M 12.2018,47136
1147554,M 01.2019,16704
1147554,M 02.2019,17424
1147554,M 03.2019,27088
1147554,M 04.2019,20544
1147554,M 05.2019,34608
1147554,M 06.2019,27552
1147554,M 07.2019,26544
1147554,M 08.2019,15600
1147554,M 09.2019,42576
1147555,M 02.2017,8136
1147555,M 03.2017,12384
1147555,M 04.2017,7272
1147555,M 05.2017,9504
1147555,M 06.2017,11916
1147555,M 07.2017,9865
1147555,M 08.2017,8784
1147555,M 09.2017,7164
1147555,M 10.2017,7020
1147555,M 11.2017,9756
1147555,M 12.2017,7596
1147555,M 01.2018,5796
1147555,M 02.2018,5580
1147555,M 03.2018,6336
1147555,M 04.2018,7812
1147555,M 05.2018,5400
1147555,M 06.2018,7092
1147555,M 07.2018,9540
1147555,M 08.2018,15580
1147555,M 09.2018,6516
1147555,M 10.2018,6984
1147555,M 11.2018,5292
1147555,M 12.2018,4608
1147555,M 01.2019,8532
1147555,M 02.2019,7200
1147555,M 03.2019,6780
1147555,M 04.2019,12744
1147555,M 05.2019,20016
1147555,M 06.2019,12348
1147555,M 07.2019,22392
1147555,M 08.2019,46620
1147555,M 09.2019,43416
1147557,M 02.2017,42912
1147557,M 03.2017,32448
1147557,M 04.2017,41424
1147557,M 05.2017,42432
1147557,M 06.2017,34992
1147557,M 07.2017,46704
1147557,M 08.2017,39744
1147557,M 09.2017,44592
1147557,M 10.2017,49344
1147557,M 11.2017,48529
1147557,M 12.2017,29904
1147557,M 01.2018,35520
1147557,M 02.2018,39600
1147557,M 03.2018,42192
1147557,M 04.2018,47904
1147557,M 05.2018,47712
1147557,M 06.2018,44640
1147557,M 07.2018,63888
1147557,M 08.2018,50832
1147557,M 09.2018,39504
1147557,M 10.2018,44000
1147557,M 11.2018,28080
1147557,M 12.2018,22032
1147557,M 01.2019,42480
1147557,M 02.2019,35000
1147557,M 03.2019,30000
1147557,M 04.2019,30576
1147557,M 05.2019,54336
1147557,M 06.2019,54480
1147557,M 07.2019,45600
1147557,M 08.2019,65088
1147557,M 09.2019,51936
1147558,M 02.2017,9360
1147558,M 03.2017,10944
1147558,M 04.2017,7488
1147558,M 05.2017,9888
1147558,M 06.2017,12096
1147558,M 07.2017,9024
1147558,M 08.2017,9744
1147558,M 09.2017,8592
1147558,M 10.2017,8256
1147558,M 11.2017,10512
1147558,M 12.2017,8064
1147558,M 01.2018,7152
1147558,M 02.2018,7104
1147558,M 03.2018,9408
1147558,M 04.2018,9408
1147558,M 05.2018,11904
1147558,M 06.2018,9792
1147558,M 07.2018,8688
1147558,M 08.2018,16608
1147558,M 09.2018,18460
1147558,M 10.2018,7680
1147558,M 11.2018,6960
1147558,M 12.2018,7105
1147558,M 01.2019,5184
1147558,M 02.2019,5568
1147558,M 03.2019,5952
1147558,M 04.2019,5232
1147558,M 05.2019,9120
1147558,M 06.2019,8112
1147558,M 07.2019,8208
1147558,M 08.2019,8064
1147558,M 09.2019,7008
1147559,M 02.2017,8856
1147559,M 03.2017,11196
1147559,M 04.2017,5868
1147559,M 05.2017,7200
1147559,M 06.2017,11340
1147559,M 07.2017,13428
1147559,M 08.2017,16660
1147559,M 09.2017,16660
1147559,M 10.2017,3924
1147559,M 11.2017,3060
1147559,M 12.2017,2880
1147559,M 01.2018,1512
1147559,M 02.2018,4608
1147559,M 03.2018,8856
1147559,M 04.2018,4068
1147559,M 05.2018,8208
1147559,M 06.2018,11124
1147559,M 07.2018,8352
1147559,M 08.2018,11700
1147559,M 09.2018,7776
1147559,M 10.2018,8712
1147559,M 11.2018,9648
1147559,M 12.2018,6120
1147559,M 01.2019,5508
1147559,M 02.2019,5400
1147559,M 03.2019,5676
1147559,M 04.2019,4908
1147559,M 05.2019,7836
1147559,M 06.2019,6840
1147559,M 07.2019,4896
1147559,M 08.2019,4032
1147559,M 09.2019,6552
1147560,M 02.2017,30577
1147560,M 03.2017,37776
1147560,M 04.2017,19392
1147560,M 05.2017,29904
1147560,M 06.2017,37776
1147560,M 07.2017,22848
1147560,M 08.2017,17568
1147560,M 09.2017,51936
1147560,M 10.2017,31873
1147560,M 11.2017,16848
1147560,M 12.2017,18384
1147560,M 01.2018,17616
1147560,M 02.2018,22800
1147560,M 03.2018,30049
1147560,M 04.2018,29904
